ID;Brand;Price
25661;Nissan;19511
25662;Mazda;41901
25663;Volvo;60543
25664;Chevrolet;50791
25665;Volvo;28346
25666;Tesla;43401
25667;Volkswagen;60806
25668;BMW;48625
25669;Volkswagen;16162
25670;Honda;14437
25671;Subaru;58857
25672;Volvo;65600
25673;Jeep;71373
25674;Ford;27263
25675;Audi;35919
25676;Land Rover;37296
25677;Chevrolet;18983
25678;Porsche;9646
25679;Audi;22283
25680;Ford;44639
25681;Nissan;29629
25682;BMW;27955
25683;Chevrolet;79051
25684;Nissan;53083
25685;Honda;34252
25686;Subaru;34215
25687;Chevrolet;74730
25688;Audi;34464
25689;Kia;67870
25690;Subaru;18541
25691;Honda;24962
25692;Chevrolet;9420
25693;Volvo;13584
25694;Toyota;52800
25695;Tesla;63791
25696;Honda;42562
25697;Audi;78265
25698;BMW;51260
25699;Ford;38037
25700;Porsche;14034
25701;BMW;48302
25702;Toyota;37798
25703;Subaru;22200
25704;Tesla;46921
25705;Volkswagen;58569
25706;Ford;19844
25707;Nissan;75184
25708;Mazda;35633
25709;BMW;23247
25710;Kia;23141
25711;Toyota;31484
25712;Audi;44600
25713;Audi;18035
25714;Lexus;24396
25715;Toyota;61482
25716;BMW;31009
25717;BMW;71612
25718;Ford;43453
25719;Ford;11878
25720;Ford;76835
25721;Ford;65395
25722;Jaguar;62093
25723;Chevrolet;25323
25724;Jaguar;69556
25725;Mercedes-Benz;53178
25726;Jeep;35545
25727;Audi;56400
25728;Ford;55662
25729;Jeep;18583
25730;Mazda;6674
25731;Hyundai;29570
25732;Audi;29426
25733;Audi;8630
25734;BMW;50710
25735;Jeep;9391
25736;Ford;31826
25737;Kia;56677
25738;Jeep;9428
25739;Porsche;39802
25740;Porsche;35268
25741;BMW;52158
25742;Tesla;46626
25743;Tesla;73225
25744;Kia;48745
25745;Lexus;26161
25746;Honda;23339
25747;Volkswagen;25402
25748;Volvo;41628
25749;Land Rover;61172
25750;Toyota;44670
25751;Kia;58247
25752;Volkswagen;21300
25753;Kia;65110
25754;Subaru;7445
25755;Porsche;77380
25756;Ford;77457
25757;Ford;53798
25758;Porsche;46398
25759;Porsche;13001
25760;Mazda;11665
25761;Volkswagen;31589
25762;Audi;76355
25763;Tesla;14314
25764;Land Rover;7428
25765;Chevrolet;64277
25766;Chevrolet;71478
25767;Audi;57771
25768;Chevrolet;48257
25769;Subaru;27514
25770;Volkswagen;64465
25771;Toyota;43025
25772;Tesla;73125
25773;Volkswagen;65270
25774;Land Rover;72086
25775;Chevrolet;62123
25776;Ford;45294
25777;Volkswagen;29194
25778;Hyundai;42196
25779;Subaru;50796
25780;Jeep;49362
25781;Tesla;33664
25782;Volkswagen;32536
25783;Lexus;77146
25784;Mazda;24244
25785;Volkswagen;15320
25786;Volkswagen;76999
25787;Hyundai;34496
25788;Mazda;11394
25789;Mazda;41251
25790;Volkswagen;43964
25791;BMW;12312
25792;Ford;60344
25793;Volvo;50363
25794;Porsche;51314
25795;Chevrolet;14339
25796;Chevrolet;6726
25797;Jaguar;26317
25798;Tesla;18960
25799;Hyundai;15605
25800;Ford;26679
25801;Lexus;73207
25802;Tesla;52995
25803;Chevrolet;14032
25804;Volkswagen;11695
25805;Volkswagen;64254
25806;Lexus;59024
25807;Subaru;67228
25808;Jeep;74608
25809;Lexus;53221
25810;BMW;11487
25811;Mazda;72213
25812;Lexus;76830
25813;Subaru;32790
25814;Land Rover;7368
25815;Jaguar;69906
25816;Jeep;57244
25817;Jeep;32297
25818;Jeep;40793
25819;Nissan;44476
25820;Volvo;50064
25821;Toyota;40934
25822;Chevrolet;24463
25823;BMW;34053
25824;Lexus;44971
25825;BMW;78517
25826;Volkswagen;27635
25827;Ford;45101
25828;Lexus;35727
25829;Lexus;36917
25830;Audi;78900
25831;Tesla;17675
25832;Volvo;68227
25833;Porsche;70715
25834;Subaru;61606
25835;Mercedes-Benz;14835
25836;Ford;72561
25837;Volvo;15488
25838;Jaguar;77887
25839;Audi;64429
25840;Volvo;52285
25841;Land Rover;33056
25842;Hyundai;63757
25843;Subaru;57477
25844;Jaguar;18675
25845;Land Rover;75781
25846;Kia;61718
25847;Volkswagen;70976
25848;Chevrolet;7460
25849;BMW;29258
25850;Chevrolet;37791
25851;Honda;46097
25852;Subaru;13389
25853;Mercedes-Benz;32206
25854;Nissan;33045
25855;Honda;65038
25856;Land Rover;13032
25857;Volkswagen;15953
25858;Porsche;75471
25859;Hyundai;33002
25860;Tesla;27411
25861;Volvo;76503
25862;Volvo;30608
25863;BMW;66599
25864;Jaguar;47746
25865;Ford;73087
25866;Audi;16365
25867;Jaguar;48765
25868;Land Rover;10307
25869;Mazda;44251
25870;BMW;63471
25871;Porsche;17236
25872;Ford;29311
25873;Hyundai;77756
25874;Tesla;36655
25875;Lexus;77353
25876;Volvo;24446
25877;Hyundai;34288
25878;Volkswagen;73208
25879;Chevrolet;75444
25880;Lexus;78076
25881;Kia;55517
25882;Subaru;30547
25883;Lexus;64362
25884;Ford;13458
25885;Hyundai;70002
25886;Volvo;21064
25887;Jeep;13706
25888;Nissan;55646
25889;Jaguar;30302
25890;Audi;64660
25891;Nissan;70935
25892;Audi;48846
25893;Kia;24328
25894;Toyota;13668
25895;Ford;64798
25896;Mercedes-Benz;75126
25897;Jeep;62420
25898;Tesla;49869
25899;Volkswagen;17228
25900;Nissan;77884
25901;Volvo;61557
25902;Volkswagen;65660
25903;Honda;15765
25904;Ford;22297
25905;Hyundai;59667
25906;Subaru;20199
25907;Mercedes-Benz;66904
25908;Tesla;40417
25909;Tesla;64082
25910;Subaru;60317
25911;Kia;47486
25912;Mazda;61924
25913;Volvo;66515
25914;BMW;34488
25915;BMW;38991
25916;Jaguar;38255
25917;Audi;40322
25918;Honda;22191
25919;Jaguar;8951
25920;Jeep;12809
25921;Ford;5120
25922;Jeep;12451
25923;Audi;56809
25924;Lexus;45614
25925;Jaguar;55209
25926;Mazda;70481
25927;Kia;29657
25928;Mazda;38258
25929;Tesla;19561
25930;Audi;31128
25931;Jeep;6886
25932;Chevrolet;53339
25933;Jaguar;53133
25934;Volvo;13169
25935;Nissan;69124
25936;Honda;22934
25937;BMW;18747
25938;Hyundai;9373
25939;Kia;16727
25940;Jaguar;22339
25941;Subaru;57599
25942;Porsche;57370
25943;Mazda;20813
25944;Chevrolet;51315
25945;Volvo;62285
25946;Volkswagen;72542
25947;Lexus;59858
25948;Subaru;13491
25949;Ford;53232
25950;Tesla;28342
25951;Chevrolet;34399
25952;Nissan;18764
25953;Land Rover;39958
25954;Ford;25930
25955;Land Rover;50760
25956;Volkswagen;33962
25957;Ford;66836
25958;Honda;22111
25959;Toyota;68094
25960;Ford;78209
25961;Hyundai;39369
25962;Porsche;12774
25963;Toyota;68156
25964;Honda;71625
25965;Jaguar;48170
25966;Nissan;28747
25967;Audi;76495
25968;Lexus;74582
25969;Toyota;7374
25970;Subaru;40609
25971;Audi;21077
25972;Chevrolet;65682
25973;Audi;41424
25974;Honda;41136
25975;Chevrolet;49641
25976;Hyundai;53815
25977;BMW;13575
25978;Volvo;52341
25979;Land Rover;43516
25980;Toyota;27774
25981;Subaru;75821
25982;Mazda;24283
25983;Toyota;60698
25984;Jaguar;74106
25985;Jaguar;62547
25986;Jaguar;56108
25987;Subaru;66072
25988;Tesla;57156
25989;Ford;30762
25990;Ford;75972
25991;Toyota;72227
25992;Kia;41393
25993;Ford;11182
25994;Volvo;54752
25995;Toyota;60113
25996;Mercedes-Benz;24499
25997;Nissan;48839
25998;Mercedes-Benz;78503
25999;Hyundai;22333
26000;Porsche;28538
26001;Jaguar;7848
26002;Honda;5728
26003;Lexus;50838
26004;Toyota;36077
26005;Toyota;38395
26006;Jeep;7729
26007;Chevrolet;59450
26008;Subaru;43039
26009;Kia;28618
26010;Honda;5188
26011;Lexus;43970
26012;Toyota;7973
26013;Nissan;10981
26014;Nissan;22140
26015;Land Rover;30972
26016;Volkswagen;17809
26017;Subaru;6937
26018;Audi;49875
26019;Volkswagen;45974
26020;Toyota;30957
26021;Tesla;25472
26022;Hyundai;28186
26023;Kia;19248
26024;Toyota;9147
26025;Nissan;24458
26026;BMW;19745
26027;Lexus;52027
26028;Tesla;78368
26029;Toyota;52269
26030;Toyota;69160
26031;Ford;13254
26032;Subaru;44767
26033;Volkswagen;33489
26034;Chevrolet;30240
26035;Nissan;67992
26036;Tesla;33796
26037;Jeep;11567
26038;Volkswagen;77630
26039;Mercedes-Benz;63879
26040;Mazda;19566
26041;Nissan;52212
26042;Subaru;70004
26043;Volkswagen;20560
26044;Toyota;51921
26045;Lexus;47223
26046;Subaru;51262
26047;Jaguar;13823
26048;Jeep;10665
26049;Nissan;60775
26050;Mazda;10131
26051;Nissan;74894
26052;Mazda;55987
26053;Mercedes-Benz;11586
26054;Mazda;47142
26055;Volvo;26455
26056;Subaru;63393
26057;Lexus;6869
26058;BMW;16958
26059;Tesla;48770
26060;Honda;32977
26061;BMW;44211
26062;Subaru;67118
26063;Kia;37723
26064;Lexus;31053
26065;Jaguar;29939
26066;Jaguar;57497
26067;Tesla;69458
26068;Nissan;42374
26069;Mazda;57231
26070;Jaguar;40205
26071;Jaguar;70914
26072;Jeep;42933
26073;Porsche;25002
26074;Audi;72018
26075;Honda;61254
26076;Chevrolet;34638
26077;Jeep;26325
26078;Honda;61962
26079;Nissan;62084
26080;Audi;37253
26081;Volkswagen;78819
26082;BMW;40470
26083;Tesla;66873
26084;Jeep;6639
26085;Kia;17940
26086;Chevrolet;41670
26087;Volvo;65105
26088;Lexus;13598
26089;Nissan;39312
26090;Jeep;8935
26091;Nissan;75056
26092;Kia;6967
26093;Mazda;58129
26094;Ford;25787
26095;Honda;49339
26096;BMW;38089
26097;Lexus;18043
26098;Ford;30225
26099;Subaru;79785
26100;Porsche;67797
26101;Hyundai;48148
26102;Jeep;14163
26103;Volvo;77861
26104;Lexus;20409
26105;BMW;79401
26106;Honda;60127
26107;Tesla;15605
26108;Honda;36903
26109;Porsche;35917
26110;Chevrolet;54373
26111;Nissan;18979
26112;Toyota;30354
26113;Lexus;74547
26114;BMW;19178
26115;Ford;60174
26116;Lexus;27819
26117;Jeep;51185
26118;Ford;50002
26119;Porsche;57757
26120;Mazda;79157
26121;Nissan;28242
26122;Volkswagen;33666
26123;Land Rover;27675
26124;Toyota;36384
26125;Mercedes-Benz;70862
26126;Honda;21940
26127;Nissan;46525
26128;Subaru;26875
26129;Jeep;24090
26130;Lexus;73835
26131;Lexus;8002
26132;Mercedes-Benz;15746
26133;BMW;69003
26134;Kia;42300
26135;Audi;29426
26136;Porsche;27312
26137;Porsche;16665
26138;Kia;57330
26139;Honda;71739
26140;Land Rover;45463
26141;Subaru;28974
26142;BMW;19871
26143;Porsche;21816
26144;BMW;57873
26145;Jeep;61966
26146;Porsche;18400
26147;Jaguar;14631
26148;Volvo;49759
26149;Tesla;59725
26150;Honda;45958
26151;Audi;64296
26152;BMW;25836
26153;BMW;10983
26154;Audi;79357
26155;Tesla;5562
26156;Toyota;41313
26157;Subaru;60476
26158;Mazda;26728
26159;Ford;24222
26160;Honda;45081
26161;Audi;56156
26162;Honda;44714
26163;Volvo;26335
26164;Ford;61812
26165;Tesla;49533
26166;Audi;47104
26167;Nissan;51275
26168;Audi;61277
26169;Porsche;18844
26170;Toyota;37528
26171;Chevrolet;36939
26172;Ford;39595
26173;Kia;36753
26174;Toyota;34104
26175;Mazda;75688
26176;Jeep;71768
26177;Chevrolet;46624
26178;BMW;7693
26179;Jeep;40883
26180;Mercedes-Benz;9004
26181;Toyota;70622
26182;Audi;67474
26183;Jeep;40537
26184;Mazda;31436
26185;Nissan;79877
26186;Jeep;57837
26187;Volvo;29101
26188;Honda;13146
26189;Mercedes-Benz;70591
26190;Volkswagen;35334
26191;Chevrolet;6463
26192;Porsche;35227
26193;Toyota;57370
26194;Jaguar;58310
26195;Volvo;16223
26196;Jaguar;79762
26197;BMW;49618
26198;Chevrolet;53200
26199;Kia;6884
26200;Tesla;29762
26201;Kia;19696
26202;Volvo;52839
26203;Audi;9761
26204;Chevrolet;65911
26205;Hyundai;36125
26206;Volkswagen;47531
26207;Honda;44314
26208;Subaru;72392
26209;Nissan;28329
26210;Tesla;76592
26211;Land Rover;6276
26212;Audi;70688
26213;Honda;60234
26214;Porsche;72003
26215;Mercedes-Benz;29762
26216;Jeep;14927
26217;BMW;40539
26218;Ford;40154
26219;Ford;58905
26220;Honda;63436
26221;Mercedes-Benz;25659
26222;Audi;75176
26223;Ford;40346
26224;BMW;52275
26225;Audi;26851
26226;Volvo;44743
26227;BMW;30353
26228;BMW;6489
26229;Chevrolet;70510
26230;Porsche;61871
26231;Porsche;49643
26232;Chevrolet;17369
26233;Toyota;6820
26234;Toyota;76966
26235;Ford;27982
26236;Lexus;32896
26237;Mazda;10253
26238;Volvo;64142
26239;Jeep;30859
26240;Jaguar;29284
26241;Jaguar;7449
26242;Ford;70143
26243;Land Rover;5809
26244;Subaru;38591
26245;Jaguar;24994
26246;Tesla;41939
26247;Volvo;68930
26248;Volvo;29638
26249;Tesla;6459
26250;Subaru;36742
26251;Honda;21617
26252;Kia;74114
26253;Jaguar;14859
26254;Audi;52507
26255;Tesla;60504
26256;Chevrolet;29198
26257;Hyundai;76195
26258;Volvo;29966
26259;Chevrolet;40215
26260;Nissan;64071
26261;Volvo;52997
26262;Nissan;53263
26263;Jeep;7812
26264;Volvo;36773
26265;Subaru;67213
26266;BMW;56189
26267;Toyota;9046
26268;Audi;32042
26269;Land Rover;19480
26270;Porsche;56169
26271;Honda;46949
26272;Volkswagen;23746
26273;Jeep;29676
26274;Honda;56724
26275;Tesla;64761
26276;Toyota;35025
26277;Toyota;33376
26278;Ford;13946
26279;Jeep;24409
26280;Toyota;41096
26281;Porsche;43268
26282;Volkswagen;22543
26283;Volvo;28903
26284;Toyota;39541
26285;Volvo;63143
26286;Tesla;39025
26287;Land Rover;52632
26288;Tesla;22169
26289;Kia;63224
26290;Tesla;26934
26291;Honda;63991
26292;Hyundai;58324
26293;Hyundai;75531
26294;Porsche;27987
26295;Nissan;14923
26296;BMW;60881
26297;Lexus;59924
26298;Lexus;9901
26299;Toyota;44313
26300;Land Rover;54890
26301;Volvo;28771
26302;Honda;6516
26303;Jaguar;62972
26304;Hyundai;10847
26305;Ford;42387
26306;Honda;52809
26307;Volkswagen;76632
26308;Audi;67504
26309;Kia;43087
26310;Subaru;78950
26311;Volkswagen;76119
26312;Hyundai;17580
26313;Toyota;17807
26314;Porsche;51423
26315;Land Rover;43453
26316;Ford;25644
26317;Hyundai;33014
26318;Jeep;67592
26319;Honda;69330
26320;Ford;77467
26321;Mercedes-Benz;23751
26322;Mercedes-Benz;62291
26323;Nissan;16085
26324;Mercedes-Benz;78833
26325;Chevrolet;38734
26326;Tesla;74756
26327;Honda;58870
26328;Porsche;54220
26329;Lexus;12603
26330;Tesla;10563
26331;Kia;77162
26332;Mercedes-Benz;39469
26333;Tesla;14914
26334;Ford;75221
26335;Chevrolet;72904
26336;Volkswagen;44989
26337;Mazda;48629
26338;Nissan;10867
26339;Jeep;36922
26340;Volvo;66377
26341;Subaru;11198
26342;Mercedes-Benz;25813
26343;Volvo;70884
26344;Audi;46265
26345;Lexus;59076
26346;Land Rover;12290
26347;Volkswagen;77442
26348;Tesla;22184
26349;Jeep;62470
26350;Honda;8130
26351;Honda;11900
26352;Porsche;77088
26353;Volkswagen;14481
26354;Volvo;26650
26355;Honda;66189
26356;Lexus;30649
26357;Honda;61895
26358;Subaru;5234
26359;Land Rover;51678
26360;Jaguar;20379
26361;Tesla;56351
26362;Subaru;72433
26363;Ford;10195
26364;Audi;68334
26365;Audi;42122
26366;BMW;13026
26367;Land Rover;28950
26368;Jeep;46092
26369;Tesla;16658
26370;Ford;36147
26371;BMW;19446
26372;Mercedes-Benz;15555
26373;BMW;59687
26374;Jaguar;24341
26375;Tesla;40833
26376;Subaru;74448
26377;Ford;78930
26378;Land Rover;44202
26379;Subaru;72391
26380;Porsche;31786
26381;Jaguar;47491
26382;Ford;22756
26383;Volvo;75132
26384;Toyota;5125
26385;Volvo;68212
26386;Tesla;18097
26387;Tesla;44267
26388;Audi;35922
26389;Land Rover;45416
26390;Subaru;34961
26391;Mercedes-Benz;12340
26392;Tesla;23044
26393;Chevrolet;48551
26394;Volvo;74644
26395;Porsche;9455
26396;Hyundai;14220
26397;Jaguar;25439
26398;Jaguar;6256
26399;Hyundai;60141
26400;Mazda;11918
26401;Nissan;75279
26402;Volvo;27536
26403;Jaguar;57786
26404;Land Rover;73929
26405;Volvo;64340
26406;Kia;54765
26407;Mercedes-Benz;11774
26408;Land Rover;32516
26409;Jaguar;56430
26410;Tesla;55916
26411;Nissan;37125
26412;Land Rover;61006
26413;Mercedes-Benz;7197
26414;Hyundai;38032
26415;Chevrolet;27768
26416;Jaguar;61386
26417;Chevrolet;68525
26418;Honda;41609
26419;Chevrolet;62192
26420;Audi;63750
26421;Tesla;61978
26422;Mazda;28218
26423;Honda;60865
26424;Porsche;14778
26425;Volvo;35656
26426;Tesla;52011
26427;Jaguar;51250
26428;Porsche;50957
26429;Honda;68185
26430;Kia;39746
26431;Honda;57213
26432;Chevrolet;14455
26433;Hyundai;59651
26434;Volvo;73832
26435;Chevrolet;5672
26436;Honda;7754
26437;Honda;7312
26438;Jaguar;7380
26439;Subaru;64337
26440;Nissan;28910
26441;Jeep;36734
26442;Land Rover;46672
26443;Kia;41712
26444;Mercedes-Benz;15030
26445;Jeep;52185
26446;Nissan;23190
26447;Jeep;54020
26448;Porsche;6500
26449;Volkswagen;17462
26450;Land Rover;26743
26451;Ford;19954
26452;Nissan;7427
26453;Nissan;46270
26454;Porsche;20856
26455;Lexus;7960
26456;Volkswagen;65632
26457;Kia;49115
26458;Subaru;9855
26459;Mercedes-Benz;26867
26460;Porsche;73029
26461;Land Rover;78891
26462;Audi;48335
26463;Porsche;62241
26464;Ford;52671
26465;Mercedes-Benz;36006
26466;Porsche;30336
26467;Jeep;69416
26468;Hyundai;19345
26469;Volvo;11662
26470;Jaguar;57162
26471;Tesla;10592
26472;Hyundai;61059
26473;Mazda;7641
26474;Toyota;11211
26475;Nissan;18108
26476;Honda;31486
26477;Nissan;73528
26478;Porsche;51344
26479;Jaguar;66579
26480;Ford;32177
26481;Porsche;64557
26482;Volvo;26286
26483;Lexus;60479
26484;Mercedes-Benz;19556
26485;Honda;47709
26486;Toyota;77407
26487;Jeep;39491
26488;Volvo;78223
26489;Mazda;26289
26490;Volvo;41666
26491;Lexus;38819
26492;Audi;43074
26493;Chevrolet;75022
26494;Volkswagen;26541
26495;Tesla;21793
26496;Subaru;20270
26497;Honda;75827
26498;BMW;42422
26499;BMW;33050
26500;Audi;25504
26501;Ford;7653
26502;Hyundai;56641
26503;Tesla;36731
26504;Audi;71029
26505;Kia;51356
26506;Volkswagen;16493
26507;Porsche;53874
26508;Volvo;13369
26509;Kia;20655
26510;Tesla;75667
26511;Volvo;55651
26512;Land Rover;44795
26513;Nissan;18692
26514;Lexus;33407
26515;Audi;29536
26516;Honda;6964
26517;Chevrolet;21173
26518;Ford;70699
26519;Subaru;44882
26520;Mercedes-Benz;48827
26521;Mazda;42003
26522;Hyundai;13346
26523;Toyota;69521
26524;Hyundai;58508
26525;Porsche;77441
26526;Porsche;77483
26527;Tesla;55344
26528;Mazda;29371
26529;Audi;42466
26530;Honda;45246
26531;Lexus;18589
26532;Mazda;27794
26533;Nissan;35442
26534;Tesla;20361
26535;BMW;72791
26536;Lexus;36787
26537;Mazda;57550
26538;Volkswagen;45449
26539;Jaguar;20292
26540;Audi;56094
26541;Hyundai;72284
26542;Land Rover;23654
26543;Toyota;58187
26544;BMW;31238
26545;Jeep;65376
26546;Audi;41945
26547;Lexus;54327
26548;Land Rover;18538
26549;Jeep;15018
26550;Audi;12455
26551;Mercedes-Benz;34290
26552;Land Rover;40894
26553;BMW;62697
26554;Nissan;14989
26555;Porsche;42102
26556;Tesla;11454
26557;Mazda;58594
26558;Mercedes-Benz;11477
26559;Chevrolet;59618
26560;Volvo;78133
26561;Mercedes-Benz;12055
26562;Ford;21866
26563;Chevrolet;16569
26564;Chevrolet;20936
26565;Nissan;13377
26566;Chevrolet;54007
26567;Porsche;57780
26568;Jeep;60819
26569;Kia;59013
26570;Volvo;70510
26571;Lexus;37987
26572;Hyundai;7073
26573;BMW;53671
26574;Kia;21447
26575;Kia;71714
26576;Toyota;64877
26577;Volkswagen;40401
26578;Nissan;5098
26579;Subaru;48529
26580;Land Rover;37066
26581;Land Rover;25236
26582;Mazda;47943
26583;Lexus;12250
26584;Volvo;47827
26585;Toyota;33157
26586;Mazda;15405
26587;Tesla;46291
26588;Hyundai;72720
26589;Subaru;14226
26590;Kia;19204
26591;Jaguar;34912
26592;Toyota;26655
26593;BMW;30151
26594;Land Rover;77052
26595;Lexus;49981
26596;Mercedes-Benz;21866
26597;Audi;61588
26598;Subaru;28819
26599;Land Rover;61099
26600;Audi;10884
26601;Lexus;49258
26602;Mercedes-Benz;7452
26603;Lexus;55451
26604;Mercedes-Benz;32486
26605;Chevrolet;24179
26606;Ford;45672
26607;Audi;26834
26608;Chevrolet;26227
26609;Volkswagen;46570
26610;Jeep;38814
26611;Audi;6231
26612;Jaguar;73016
26613;Kia;33018
26614;Kia;74062
26615;Land Rover;69891
26616;Volvo;35075
26617;Volvo;60379
26618;Jeep;23429
26619;Toyota;30861
26620;Mercedes-Benz;73895
26621;Subaru;74781
26622;Porsche;43579
26623;Volkswagen;64493
26624;Honda;73306
26625;Kia;65425
26626;Honda;45704
26627;Toyota;18913
26628;Tesla;37146
26629;Honda;43976
26630;Toyota;36202
26631;Tesla;15777
26632;Hyundai;61884
26633;Hyundai;50507
26634;Porsche;19725
26635;Ford;35241
26636;Mazda;54235
26637;Lexus;60298
26638;Volkswagen;60373
26639;Land Rover;21084
26640;Subaru;27775
26641;Ford;62573
26642;Toyota;61502
26643;Jaguar;30874
26644;Tesla;13039
26645;Ford;42907
26646;Honda;71355
26647;Honda;63604
26648;Land Rover;24254
26649;Hyundai;62912
26650;Lexus;68395
26651;Ford;56069
26652;Land Rover;22455
26653;Jaguar;47764
26654;Ford;19921
26655;Tesla;29438
26656;Mercedes-Benz;78243
26657;Mazda;9277
26658;Lexus;46518
26659;Volkswagen;15158
26660;Toyota;17109
26661;Mazda;30977
26662;Ford;73223
26663;Mazda;35668
26664;Audi;53838
26665;Honda;36403
26666;Land Rover;65073
26667;Jeep;61138
26668;Audi;51868
26669;Mercedes-Benz;76249
26670;Tesla;41200
26671;Mazda;16101
26672;Nissan;73017
26673;Jeep;14765
26674;Jaguar;24024
26675;Toyota;25513
26676;BMW;66063
26677;Lexus;47560
26678;Volkswagen;57998
26679;Hyundai;25759
26680;Land Rover;8288
26681;Lexus;46774
26682;Toyota;37487
26683;BMW;59949
26684;Jeep;70751
26685;Jeep;56986
26686;Lexus;53375
26687;Jeep;12937
26688;Lexus;58550
26689;Hyundai;61642
26690;Volvo;71008
26691;Ford;42361
26692;Audi;60998
26693;Lexus;6657
26694;Jeep;44029
26695;Jaguar;61405
26696;BMW;19993
26697;Audi;43930
26698;Kia;35143
26699;Mazda;53995
26700;BMW;59568
26701;Jaguar;42451
26702;Jaguar;70955
26703;Mercedes-Benz;58548
26704;Honda;13472
26705;BMW;39515
26706;Mazda;61115
26707;Jaguar;60088
26708;Jeep;69349
26709;Honda;10966
26710;Tesla;32062
26711;Audi;6982
26712;Mazda;36494
26713;Ford;5254
26714;Audi;64341
26715;Honda;49519
26716;Audi;19925
26717;Tesla;74981
26718;Volvo;53203
26719;Honda;12738
26720;Volkswagen;23951
26721;Chevrolet;52296
26722;Hyundai;26790
26723;Tesla;48008
26724;Tesla;40962
26725;Jaguar;72584
26726;Volkswagen;25302
26727;BMW;71621
26728;Toyota;26813
26729;Jaguar;73446
26730;Honda;53287
26731;Lexus;76435
26732;Honda;31019
26733;Porsche;51436
26734;Volvo;8442
26735;Land Rover;65197
26736;Nissan;7659
26737;BMW;12313
26738;Audi;72857
26739;Land Rover;37479
26740;Volvo;72643
26741;Subaru;66684
26742;Land Rover;59319
26743;Nissan;63558
26744;Toyota;57868
26745;Jeep;7497
26746;Toyota;54940
26747;Ford;59435
26748;Ford;38462
26749;Nissan;75882
26750;Jaguar;71324
26751;Audi;58933
26752;Jaguar;49286
26753;Tesla;38413
26754;Kia;79832
26755;BMW;65191
26756;Hyundai;13189
26757;Jeep;42412
26758;Hyundai;36927
26759;Jaguar;39530
26760;Volvo;73202
26761;Honda;49161
26762;Ford;67469
26763;Volkswagen;53203
26764;Volvo;71271
26765;Lexus;16878
26766;Jaguar;52142
26767;Honda;78582
26768;Nissan;21852
26769;Honda;70437
26770;Audi;35791
26771;Toyota;20599
26772;Nissan;35369
26773;Chevrolet;72119
26774;Jeep;76975
26775;Nissan;18214
26776;Land Rover;14402
26777;Land Rover;58634
26778;Jaguar;53502
26779;Volvo;76900
26780;Honda;67518
26781;Jeep;71716
26782;Lexus;77780
26783;Hyundai;9041
26784;Porsche;15785
26785;Ford;45684
26786;Lexus;40124
26787;Jaguar;40004
26788;Volkswagen;73049
26789;Jeep;16967
26790;Volkswagen;43288
26791;Jeep;25150
26792;Subaru;41207
26793;Mazda;18150
26794;Jeep;46567
26795;Kia;45545
26796;Hyundai;31006
26797;Subaru;44451
26798;Chevrolet;65760
26799;Lexus;6172
26800;Honda;49327
26801;Hyundai;58893
26802;Subaru;19448
26803;Subaru;30337
26804;Land Rover;9503
26805;Ford;68692
26806;Lexus;45930
26807;Subaru;39297
26808;Toyota;40156
26809;Jeep;69495
26810;Kia;13975
26811;Mercedes-Benz;9254
26812;Jaguar;74020
26813;Land Rover;76817
26814;Mazda;64486
26815;Nissan;70198
26816;Mazda;49135
26817;Jeep;44273
26818;Chevrolet;54000
26819;Mercedes-Benz;62510
26820;Kia;65248
26821;Nissan;55389
26822;Mercedes-Benz;48583
26823;Honda;34575
26824;Mercedes-Benz;63674
26825;Chevrolet;78247
26826;Porsche;42532
26827;Jaguar;16576
26828;Nissan;26016
26829;Honda;14361
26830;Jeep;70469
26831;Mazda;76217
26832;Toyota;69659
26833;Subaru;50419
26834;Mercedes-Benz;47819
26835;Kia;49181
26836;Jeep;20793
26837;Nissan;39978
26838;Nissan;18556
26839;Mercedes-Benz;71594
26840;Nissan;59192
26841;Mercedes-Benz;9588
26842;Land Rover;56020
26843;Ford;64427
26844;BMW;23928
26845;Land Rover;75142
26846;Land Rover;25617
26847;Subaru;66097
26848;Jeep;12026
26849;Audi;17253
26850;Hyundai;58339
26851;Kia;20315
26852;Audi;32862
26853;Audi;14807
26854;Land Rover;57927
26855;Toyota;14942
26856;Toyota;27130
26857;Honda;30451
26858;Chevrolet;44931
26859;Subaru;60982
26860;Volvo;61268
26861;Volkswagen;54608
26862;Nissan;30051
26863;Porsche;30312
26864;Lexus;54152
26865;Mercedes-Benz;6860
26866;Chevrolet;23759
26867;Chevrolet;63470
26868;Subaru;61189
26869;Jeep;73544
26870;Audi;53315
26871;Jaguar;17190
26872;Hyundai;68550
26873;Lexus;19450
26874;Ford;47763
26875;Toyota;53273
26876;Mercedes-Benz;69597
26877;Subaru;16585
26878;Subaru;45795
26879;Audi;70262
26880;Porsche;52539
26881;Chevrolet;34558
26882;Subaru;49646
26883;Subaru;30060
26884;Land Rover;12659
26885;Jaguar;52784
26886;Audi;6504
26887;Kia;50577
26888;Hyundai;25634
26889;Audi;46136
26890;Chevrolet;71854
26891;Chevrolet;58118
26892;Mazda;65144
26893;Audi;57172
26894;Hyundai;25618
26895;Jaguar;15808
26896;Jeep;61151
26897;Chevrolet;20829
26898;Subaru;58027
26899;BMW;61182
26900;Lexus;5293
26901;BMW;60095
26902;Tesla;59062
