ID;Brand;Year
29813;Kia;2005
29814;Hyundai;2012
29815;Tesla;1994
29816;Land Rover;2005
29817;BMW;2010
29818;Toyota;1995
29819;Tesla;1991
29820;Volkswagen;1993
29821;Volvo;2012
29822;Porsche;2002
29823;Jaguar;1998
29824;Kia;1996
29825;Volkswagen;2012
29826;Porsche;2003
29827;Honda;2014
29828;Chevrolet;2002
29829;Volvo;1998
29830;Toyota;2022
29831;Volkswagen;1994
29832;Toyota;2019
29833;Audi;1999
29834;Subaru;1998
29835;Honda;2020
29836;Hyundai;1995
29837;Hyundai;1996
29838;Land Rover;2014
29839;Mercedes-Benz;2005
29840;Jaguar;2020
29841;Porsche;2019
29842;Ford;2018
29843;Honda;2013
29844;Mazda;1995
29845;Hyundai;2017
29846;Jeep;2016
29847;Jaguar;1994
29848;Mazda;2019
29849;Lexus;1992
29850;Kia;2000
29851;Hyundai;1990
29852;Hyundai;1992
29853;BMW;2008
29854;Volkswagen;2011
29855;Land Rover;2009
29856;Land Rover;2004
29857;Volkswagen;2008
29858;Land Rover;2016
29859;Toyota;1998
29860;Nissan;2010
29861;Nissan;2014
29862;Nissan;2004
29863;Lexus;2016
29864;Jeep;1999
29865;Lexus;2016
29866;Volkswagen;2021
29867;Jaguar;2002
29868;Ford;2022
29869;Volkswagen;1996
29870;Chevrolet;2008
29871;Nissan;2022
29872;Land Rover;2010
29873;Honda;2010
29874;Chevrolet;2010
29875;Hyundai;1994
29876;BMW;2011
29877;Mercedes-Benz;1993
29878;Subaru;1991
29879;Jaguar;2016
29880;Audi;2008
29881;Honda;2014
29882;Honda;1991
29883;Land Rover;1993
29884;Kia;2014
29885;Subaru;2018
29886;Jeep;2021
29887;Honda;2002
29888;Land Rover;2003
29889;Volkswagen;2002
29890;Hyundai;1997
29891;Subaru;1992
29892;Audi;2003
29893;Toyota;2002
29894;Honda;2006
29895;Volvo;1994
29896;Land Rover;2016
29897;Volvo;2010
29898;Mercedes-Benz;2012
29899;Jeep;2001
29900;Hyundai;2008
29901;Kia;2019
29902;Kia;2017
29903;Kia;1997
29904;Lexus;2007
29905;Ford;1999
29906;Mercedes-Benz;2016
29907;Audi;2005
29908;Porsche;2017
29909;Mercedes-Benz;2000
29910;Mercedes-Benz;2021
29911;Volkswagen;2002
29912;Lexus;1999
29913;Toyota;1990
29914;Volkswagen;2000
29915;Tesla;1997
29916;Honda;2002
29917;Ford;2002
29918;Mercedes-Benz;2020
29919;Toyota;2007
29920;Porsche;2008
29921;Volvo;2019
29922;Mercedes-Benz;2000
29923;Ford;2002
29924;Nissan;2010
29925;BMW;2007
29926;Nissan;1993
29927;Audi;1993
29928;Jaguar;2007
29929;Subaru;2015
29930;Kia;2018
29931;Jeep;2007
29932;Tesla;2020
29933;Land Rover;2000
29934;Jeep;2011
29935;Lexus;2022
29936;Honda;1991
29937;BMW;2021
29938;Hyundai;2008
29939;Kia;1998
29940;BMW;1997
29941;Land Rover;2007
29942;Tesla;2007
29943;Lexus;1998
29944;Honda;2013
29945;Audi;1990
29946;Volvo;2014
29947;Mercedes-Benz;1994
29948;Nissan;1992
29949;Subaru;1997
29950;Mazda;1993
29951;Kia;1997
29952;Toyota;2017
29953;Ford;1998
29954;Porsche;2003
29955;Chevrolet;1994
29956;Volkswagen;2003
29957;Audi;2004
29958;Subaru;1991
29959;Hyundai;2015
29960;Toyota;2013
29961;Land Rover;2012
29962;Honda;1997
29963;Subaru;2022
29964;BMW;2022
29965;Ford;2015
29966;Jaguar;2015
29967;Lexus;2019
29968;Toyota;2017
29969;Chevrolet;2005
29970;Kia;1999
29971;Kia;2009
29972;Tesla;1995
29973;Land Rover;1999
29974;Jeep;2010
29975;Ford;1999
29976;Kia;1998
29977;Jaguar;2001
29978;Kia;2017
29979;Volvo;1995
29980;Chevrolet;2009
29981;Mazda;1992
29982;Kia;1995
29983;Ford;2000
29984;Lexus;2006
29985;Nissan;1992
29986;Nissan;2013
29987;BMW;2000
29988;BMW;2013
29989;Ford;2020
29990;Land Rover;2021
29991;Jeep;2003
29992;Honda;2013
29993;Kia;1995
29994;Mazda;2014
29995;Subaru;2020
29996;Kia;2004
29997;Mercedes-Benz;2022
29998;Subaru;1990
29999;Jaguar;2019
30000;Porsche;2006
30001;Mercedes-Benz;1994
30002;Jaguar;2008
30003;Volkswagen;1996
30004;Audi;2014
30005;Volkswagen;2019
30006;Toyota;2018
30007;Land Rover;2000
30008;BMW;2015
30009;Lexus;2000
30010;Hyundai;2007
30011;Mazda;2006
30012;Tesla;1996
30013;Volkswagen;1990
30014;Mercedes-Benz;2010
30015;Porsche;2001
30016;Nissan;2007
30017;Hyundai;2001
30018;Kia;1998
30019;Land Rover;2014
30020;Porsche;1996
30021;Porsche;2000
30022;BMW;2004
30023;Tesla;2011
30024;Lexus;2013
30025;Chevrolet;1993
30026;Mazda;1999
30027;Jeep;2020
30028;Mercedes-Benz;1998
30029;Lexus;2001
30030;Audi;1999
30031;Audi;1991
30032;Volvo;2016
30033;Subaru;2000
30034;Volvo;2003
30035;Mercedes-Benz;2013
30036;Porsche;2018
30037;Volvo;2017
30038;Chevrolet;2014
30039;Subaru;2012
30040;Land Rover;1990
30041;Audi;2015
30042;Kia;1999
30043;Ford;2014
30044;Hyundai;2018
30045;Nissan;2017
30046;Nissan;2013
30047;Mazda;1997
30048;Honda;2016
30049;Volvo;2014
30050;Audi;1995
30051;Mazda;2000
30052;Hyundai;2010
30053;Mercedes-Benz;2022
30054;Ford;2019
30055;Toyota;2010
30056;Mazda;2002
30057;Honda;2021
30058;Honda;1993
30059;Toyota;1999
30060;Ford;2010
30061;Jaguar;1991
30062;Hyundai;2017
30063;Nissan;2020
30064;Mercedes-Benz;2013
30065;Volkswagen;2006
30066;Subaru;2020
30067;Lexus;2015
30068;Lexus;2013
30069;Hyundai;1998
30070;Nissan;2008
30071;Honda;2017
30072;Volkswagen;1997
30073;Kia;2007
30074;Audi;2015
30075;Honda;2016
30076;Jaguar;1999
30077;BMW;1994
30078;Chevrolet;1990
30079;Lexus;2017
30080;Land Rover;2012
30081;Jaguar;1996
30082;Jeep;2014
30083;Chevrolet;2004
30084;Tesla;2009
30085;Mazda;1994
30086;Jeep;2010
30087;Honda;2012
30088;Mazda;2010
30089;Tesla;2007
30090;Hyundai;1998
30091;Honda;1994
30092;Hyundai;1994
30093;Volvo;1995
30094;Honda;2009
30095;Porsche;1995
30096;Mazda;2012
30097;Honda;2020
30098;Lexus;2019
30099;Porsche;2020
30100;Kia;1998
30101;Volvo;2014
30102;Hyundai;2012
30103;Jeep;2009
30104;Audi;2011
30105;Volvo;1992
30106;Hyundai;1990
30107;Subaru;2012
30108;Ford;2019
30109;Jaguar;2003
30110;Mercedes-Benz;2003
30111;Jaguar;2014
30112;Porsche;2014
30113;Audi;2002
30114;Volkswagen;1995
30115;Lexus;2011
30116;Chevrolet;2009
30117;Mazda;2009
30118;Mazda;2012
30119;Land Rover;2019
30120;Mazda;1998
30121;Subaru;1996
30122;Nissan;2018
30123;Lexus;2003
30124;Chevrolet;2008
30125;Ford;1993
30126;Jaguar;2017
30127;Chevrolet;2019
30128;Volkswagen;2019
30129;Hyundai;2013
30130;Mazda;1991
30131;Tesla;1998
30132;Kia;2008
30133;Kia;2001
30134;Nissan;2009
30135;Nissan;1995
30136;Tesla;2013
30137;Toyota;1996
30138;Tesla;2006
30139;BMW;2000
30140;Audi;2016
30141;Chevrolet;1998
30142;Jaguar;1998
30143;Ford;1994
30144;Mazda;1992
30145;Jaguar;2010
30146;Volvo;1992
30147;Volvo;2012
30148;Hyundai;1990
30149;Tesla;2017
30150;Tesla;2001
30151;Volkswagen;2002
30152;Mercedes-Benz;2001
30153;Nissan;1992
30154;Kia;2019
30155;Volvo;2022
30156;Kia;1997
30157;Honda;1998
30158;Audi;2007
30159;Mazda;2006
30160;Nissan;2010
30161;Volvo;1994
30162;Porsche;2020
30163;BMW;2010
30164;Subaru;2000
30165;BMW;2015
30166;Land Rover;2003
30167;Hyundai;2019
30168;Lexus;1996
30169;Jaguar;1992
30170;Jeep;2009
30171;Volvo;2000
30172;BMW;2004
30173;Ford;2018
30174;Mazda;1991
30175;Lexus;2021
30176;Jaguar;2014
30177;Chevrolet;2002
30178;Jeep;2003
30179;Honda;2019
30180;Hyundai;2022
30181;Chevrolet;2011
30182;Jaguar;1993
30183;Nissan;2020
30184;Mazda;1999
30185;Lexus;2002
30186;BMW;1993
30187;Ford;1999
30188;Tesla;2021
30189;Lexus;1990
30190;Mercedes-Benz;1999
30191;Hyundai;1992
30192;Audi;2011
30193;Honda;2001
30194;Porsche;2020
30195;Volvo;2010
30196;Volvo;2016
30197;Mercedes-Benz;2019
30198;Ford;2017
30199;Nissan;2004
30200;Volkswagen;2012
30201;Mazda;1994
30202;BMW;2016
30203;Nissan;1991
30204;Hyundai;2017
30205;Jaguar;2009
30206;BMW;2009
30207;Volvo;2012
30208;Volkswagen;1991
30209;Porsche;1998
30210;Porsche;2001
30211;Jeep;1994
30212;Land Rover;2012
30213;Kia;1992
30214;Jeep;2015
30215;Subaru;2014
30216;Ford;2009
30217;Mazda;2004
30218;Jeep;2014
30219;Lexus;1992
30220;Lexus;1993
30221;Mercedes-Benz;2012
30222;Hyundai;1997
30223;Volkswagen;2020
30224;Chevrolet;2007
30225;Hyundai;2017
30226;Toyota;2010
30227;Tesla;2004
30228;Lexus;2009
30229;Chevrolet;2009
30230;Lexus;2015
30231;Porsche;2019
30232;Volvo;2022
30233;Audi;2016
30234;Subaru;1996
30235;Tesla;1993
30236;Lexus;2006
30237;Jaguar;1997
30238;Volvo;2021
30239;Volvo;1992
30240;Jaguar;2017
30241;Porsche;2021
30242;Volvo;1991
30243;Subaru;2022
30244;Audi;1998
30245;Mercedes-Benz;2012
30246;Tesla;1990
30247;Jeep;2009
30248;Mazda;2004
30249;Kia;1996
30250;Land Rover;2017
30251;Volvo;2008
30252;Honda;1999
30253;Jaguar;1998
30254;Volvo;2021
30255;Tesla;1999
30256;Volkswagen;1990
30257;Subaru;1997
30258;Tesla;1993
30259;Volvo;1997
30260;Chevrolet;2009
30261;Toyota;2004
30262;Jaguar;2003
30263;Ford;1998
30264;Land Rover;2013
30265;Jaguar;2014
30266;Jeep;1999
30267;Ford;2007
30268;Chevrolet;1999
30269;Hyundai;2003
30270;BMW;2010
30271;BMW;2009
30272;Ford;2005
30273;Kia;2006
30274;Ford;2001
30275;Jaguar;2011
30276;Land Rover;1991
30277;Hyundai;2017
30278;Lexus;2013
30279;Nissan;1996
30280;Jeep;2003
30281;Volkswagen;1990
30282;Audi;2008
30283;Toyota;2020
30284;Volkswagen;2007
30285;Porsche;2012
30286;Nissan;1994
30287;Toyota;2008
30288;Lexus;2002
30289;Volkswagen;2020
30290;Ford;1993
30291;Ford;1992
30292;Land Rover;2014
30293;Toyota;2021
30294;Jeep;2018
30295;Nissan;2019
30296;Hyundai;1995
30297;Jeep;2022
30298;BMW;2008
30299;Kia;2008
30300;Porsche;2022
30301;Tesla;1996
30302;Porsche;2012
30303;BMW;1990
30304;Ford;2006
30305;Ford;2015
30306;Honda;2004
30307;Lexus;2019
30308;Jaguar;1998
30309;Porsche;2004
30310;Toyota;2017
30311;Ford;2008
30312;Nissan;2004
30313;Mazda;2001
30314;Kia;1990
30315;Chevrolet;2015
30316;Volkswagen;1990
30317;Hyundai;2003
30318;Volvo;1997
30319;Land Rover;1998
30320;Volkswagen;1991
30321;Porsche;2000
30322;Tesla;1994
30323;Nissan;2002
30324;Subaru;2014
30325;Porsche;2010
30326;Audi;2018
30327;Ford;2020
30328;Toyota;1990
30329;Volvo;1994
30330;Tesla;2022
30331;Porsche;1991
30332;Subaru;1992
30333;Chevrolet;1994
30334;Subaru;1990
30335;Land Rover;2015
30336;Porsche;1996
30337;Porsche;2003
30338;Porsche;1995
30339;Land Rover;2014
30340;Honda;2011
30341;Land Rover;2015
30342;Porsche;1990
30343;Audi;2005
30344;Hyundai;1997
30345;Mazda;2014
30346;Mazda;2014
30347;Kia;2014
30348;Volvo;2019
30349;Kia;1994
30350;BMW;2009
30351;Porsche;2007
30352;Chevrolet;1999
30353;BMW;2018
30354;Chevrolet;1999
30355;Toyota;2021
30356;Lexus;1994
30357;BMW;2008
30358;Tesla;2008
30359;Ford;2021
30360;Honda;2021
30361;Honda;1997
30362;Tesla;2004
30363;Mazda;1992
30364;Porsche;2015
30365;Toyota;2000
30366;Chevrolet;1995
30367;Subaru;2011
30368;Lexus;1998
30369;Audi;2016
30370;Land Rover;2020
30371;Ford;2017
30372;Nissan;2013
30373;Chevrolet;1993
30374;Honda;2012
30375;Chevrolet;1996
30376;Ford;2009
30377;Hyundai;2009
30378;Subaru;2004
30379;Tesla;1994
30380;Jeep;2013
30381;Nissan;1992
30382;Jaguar;1995
30383;Land Rover;2009
30384;Volvo;2022
30385;Toyota;2020
30386;Jaguar;1995
30387;Ford;1997
30388;Tesla;2013
30389;Subaru;2000
30390;Nissan;1993
30391;Mazda;2000
30392;Lexus;2007
30393;Ford;1998
30394;Mazda;2012
30395;Mercedes-Benz;2022
30396;Jaguar;1997
30397;Tesla;2013
30398;Mercedes-Benz;2001
30399;Jaguar;1994
30400;Mercedes-Benz;2016
30401;Chevrolet;1995
30402;BMW;2012
30403;Honda;2005
30404;Chevrolet;2005
30405;Toyota;2016
30406;Kia;2002
30407;Honda;2022
30408;BMW;2016
30409;Subaru;2003
30410;Tesla;2001
30411;Jeep;1996
30412;Toyota;2005
30413;Ford;2020
30414;Volvo;2010
30415;Audi;1990
30416;Lexus;2014
30417;Mercedes-Benz;1998
30418;Subaru;2010
30419;Subaru;2010
30420;Subaru;2002
30421;Toyota;2007
30422;Land Rover;1995
30423;Lexus;2012
30424;Chevrolet;2014
30425;Volvo;2013
30426;Honda;1992
30427;Ford;1998
30428;Volvo;2011
30429;Audi;2019
30430;Volvo;1994
30431;Hyundai;2004
30432;Mercedes-Benz;1990
30433;Honda;1995
30434;Lexus;2005
30435;Tesla;2017
30436;Audi;2006
30437;Jaguar;1992
30438;Honda;2018
30439;Jeep;2003
30440;Land Rover;2003
30441;Nissan;2019
30442;Subaru;2000
30443;Porsche;2007
30444;Volvo;1992
30445;Ford;2004
30446;Hyundai;1998
30447;Jeep;2011
30448;Volvo;2007
30449;Chevrolet;2022
30450;Kia;1990
30451;Land Rover;1999
30452;Mercedes-Benz;2017
30453;Volkswagen;2011
30454;Hyundai;1993
30455;Audi;1996
30456;Honda;2005
30457;BMW;1993
30458;Porsche;1999
30459;Hyundai;2010
30460;Land Rover;2004
30461;Porsche;2017
30462;Tesla;2005
30463;Land Rover;1999
30464;Nissan;2015
30465;Mercedes-Benz;2007
30466;Jaguar;2019
30467;BMW;2017
30468;Tesla;2019
30469;Mazda;1995
30470;Volkswagen;2016
30471;Mercedes-Benz;2000
30472;Toyota;2011
30473;Nissan;2017
30474;Subaru;2009
30475;Lexus;2008
30476;Jeep;1997
30477;Lexus;2015
30478;Chevrolet;2005
30479;Toyota;1991
30480;Porsche;1995
30481;Land Rover;1996
30482;Volvo;2009
30483;BMW;2001
30484;Kia;1993
30485;Kia;2017
30486;Toyota;2007
30487;Hyundai;2011
30488;Porsche;2006
30489;Chevrolet;1994
30490;Subaru;1996
30491;Porsche;2018
30492;BMW;1991
30493;Land Rover;1994
30494;Subaru;1991
30495;Honda;2004
30496;Honda;2002
30497;Ford;2018
30498;Jeep;2002
30499;Porsche;1992
30500;Volvo;2000
30501;Hyundai;1993
30502;Chevrolet;2014
30503;Toyota;1992
30504;BMW;2020
30505;Lexus;1998
30506;Mercedes-Benz;2021
30507;Porsche;1993
30508;Land Rover;1994
30509;Mazda;2020
30510;Jeep;2013
30511;Subaru;2018
30512;Volvo;2006
30513;Jeep;2011
30514;Mazda;1990
30515;Audi;1996
30516;Volvo;1991
30517;BMW;2016
30518;Hyundai;1995
30519;Mazda;2004
30520;Mazda;2015
30521;Porsche;2013
30522;BMW;1994
30523;Toyota;2007
30524;Subaru;1995
30525;Porsche;1992
30526;Nissan;2000
30527;Ford;1994
30528;Lexus;2000
30529;Land Rover;2018
30530;Jaguar;2007
30531;Lexus;1994
30532;Lexus;1998
30533;Ford;2013
30534;Honda;2014
30535;Jaguar;2009
30536;Chevrolet;2011
30537;Audi;1990
30538;Subaru;2019
30539;Tesla;2021
30540;BMW;2020
30541;Nissan;2004
30542;Ford;2011
30543;Nissan;2007
30544;Volkswagen;1998
30545;Porsche;2022
30546;Mercedes-Benz;2008
30547;Land Rover;2021
30548;Mazda;2004
30549;Jeep;2012
30550;Lexus;1994
30551;Land Rover;1992
30552;Subaru;2016
30553;Volvo;2016
30554;Tesla;1993
30555;Toyota;2012
30556;Nissan;2004
30557;Audi;2020
30558;Kia;2002
30559;Volkswagen;2008
30560;Lexus;2011
30561;Honda;2004
30562;Mercedes-Benz;2019
30563;Porsche;2016
30564;Tesla;1992
30565;Honda;2006
30566;Jeep;2005
30567;Chevrolet;2001
30568;Honda;2012
30569;Chevrolet;1996
30570;Mazda;2008
30571;Kia;2002
30572;Volkswagen;2019
30573;Jeep;2020
30574;Subaru;2009
30575;Honda;2016
30576;Subaru;2001
30577;BMW;2012
30578;Land Rover;2010
30579;BMW;2017
30580;Chevrolet;1993
30581;Land Rover;2020
30582;Chevrolet;2012
30583;Honda;2017
30584;Volkswagen;1998
30585;Mazda;2015
30586;Kia;2005
30587;Volvo;1997
30588;Land Rover;1992
30589;Jaguar;1994
30590;Nissan;2018
30591;Ford;1990
30592;Honda;2004
30593;Land Rover;1996
30594;Lexus;1996
30595;Toyota;2012
30596;Ford;2016
30597;Tesla;2017
30598;Mercedes-Benz;1993
30599;BMW;2009
30600;Land Rover;2016
30601;Nissan;1991
30602;Subaru;1999
30603;Volkswagen;2000
30604;Lexus;2009
30605;Hyundai;2013
30606;Tesla;1990
30607;Kia;2010
30608;Nissan;1998
30609;Jaguar;2011
30610;Jaguar;2009
30611;Mazda;2000
30612;Ford;2014
30613;Land Rover;1998
30614;Lexus;2018
30615;Porsche;1999
30616;Kia;2022
30617;Lexus;2004
30618;Land Rover;1996
30619;Jaguar;2014
30620;Nissan;2008
30621;Toyota;2020
30622;Hyundai;1996
30623;Mazda;2004
30624;Mazda;1995
30625;Volvo;2014
30626;Toyota;2006
30627;Honda;1995
30628;Subaru;2002
30629;Honda;2015
30630;Land Rover;2006
30631;BMW;2011
30632;Volvo;2007
30633;Mazda;2019
30634;Jaguar;1998
30635;Tesla;2010
30636;Chevrolet;2004
30637;Mercedes-Benz;1991
30638;Lexus;2016
30639;Tesla;2009
30640;Honda;1990
30641;BMW;2021
30642;Hyundai;2013
30643;Toyota;2022
30644;Honda;1996
30645;Mercedes-Benz;1999
30646;Kia;2020
30647;Nissan;1999
30648;Porsche;1991
30649;Honda;2014
30650;Volvo;2009
30651;BMW;1996
30652;Subaru;2021
30653;Volkswagen;1999
30654;Subaru;2015
30655;Tesla;2017
30656;Mercedes-Benz;2018
30657;Volvo;2019
30658;Toyota;2012
30659;Nissan;2010
30660;Chevrolet;2018
30661;Nissan;2016
30662;Audi;2010
30663;BMW;2002
30664;Honda;2017
30665;Subaru;1992
30666;Tesla;2003
30667;Hyundai;1997
30668;Chevrolet;1999
30669;Audi;2013
30670;Honda;2015
30671;Mercedes-Benz;1991
30672;Subaru;2007
30673;Kia;2001
30674;Mazda;1998
30675;Chevrolet;2001
30676;Mazda;1998
30677;Jaguar;2021
30678;Chevrolet;2011
30679;Chevrolet;2021
30680;Porsche;1997
30681;Hyundai;2017
30682;Tesla;1999
30683;Jeep;2007
30684;Tesla;1994
30685;Jeep;2006
30686;Tesla;1995
30687;Hyundai;2022
30688;Chevrolet;2008
30689;Jeep;2001
30690;Subaru;2022
30691;Land Rover;2021
30692;BMW;2004
30693;Toyota;1992
30694;Ford;1995
30695;BMW;2015
30696;Volvo;2002
30697;Chevrolet;1991
30698;Subaru;1994
30699;Volvo;2007
30700;Chevrolet;1993
30701;Land Rover;2015
30702;Audi;2002
30703;Land Rover;2008
30704;Chevrolet;2002
30705;Subaru;2006
30706;Jeep;1992
30707;BMW;2018
30708;Hyundai;2004
30709;Subaru;2013
30710;Honda;1993
30711;Audi;1998
30712;Land Rover;2013
30713;Chevrolet;2022
30714;Kia;2012
30715;Kia;2008
30716;Volvo;2015
30717;Chevrolet;1997
30718;Chevrolet;2009
30719;Tesla;2016
30720;Chevrolet;2013
30721;Kia;2004
30722;Mercedes-Benz;2020
30723;Mazda;2016
30724;Lexus;2020
30725;Volvo;2015
30726;Jeep;2012
30727;Mercedes-Benz;1993
30728;Toyota;1993
30729;BMW;1999
30730;Hyundai;2004
30731;Ford;1992
30732;Jaguar;2018
30733;Mercedes-Benz;2016
30734;Hyundai;2017
30735;Jaguar;1990
30736;Toyota;2007
30737;Tesla;2017
30738;BMW;2022
30739;Chevrolet;2010
30740;Nissan;2020
30741;Toyota;2010
30742;Subaru;1994
30743;Volkswagen;1991
30744;Nissan;1996
30745;Volkswagen;2016
30746;Mazda;2020
30747;Mazda;1994
30748;Hyundai;1999
30749;Hyundai;2007
30750;Chevrolet;1994
30751;Mercedes-Benz;2006
30752;Mercedes-Benz;1998
30753;Mazda;1999
30754;Volvo;2016
30755;Land Rover;1993
30756;Toyota;2021
30757;Ford;2016
30758;Volvo;1995
30759;Honda;1993
30760;Kia;1996
30761;Jaguar;2001
30762;Volvo;2015
30763;Chevrolet;2009
30764;Mazda;2002
30765;Audi;1998
30766;Ford;1991
30767;Subaru;2000
30768;Nissan;2010
30769;Nissan;2002
30770;Mercedes-Benz;2016
30771;Porsche;1993
30772;Land Rover;1997
30773;Mazda;1995
30774;Land Rover;2015
30775;Hyundai;1999
30776;Nissan;1991
30777;Mazda;2018
30778;Toyota;1996
30779;Hyundai;2000
30780;Audi;2002
30781;Tesla;2020
30782;Nissan;2007
30783;Land Rover;2020
30784;Volvo;2006
30785;Porsche;2019
30786;Tesla;1993
30787;Hyundai;1990
30788;Volvo;2007
30789;Ford;2009
30790;Land Rover;1992
30791;Porsche;2020
30792;Volvo;2021
30793;Porsche;2002
30794;Ford;1995
30795;BMW;1992
30796;Jeep;2020
30797;Porsche;2017
30798;Jeep;2005
30799;Porsche;2003
30800;Nissan;2015
30801;Toyota;2007
30802;Volvo;2016
30803;Porsche;2001
30804;Audi;2006
30805;Toyota;1992
30806;Land Rover;2015
30807;Jaguar;1996
30808;Toyota;2007
30809;Hyundai;2001
30810;Kia;2015
30811;Jaguar;2001
30812;Audi;1992
30813;Nissan;1998
30814;Mazda;2019
30815;Honda;2017
30816;Nissan;1996
30817;Porsche;1990
30818;Ford;2012
30819;BMW;2006
30820;Hyundai;2001
30821;Honda;2010
30822;Tesla;2007
30823;Honda;2003
30824;Porsche;1992
30825;Volvo;2021
30826;Volkswagen;1992
30827;Jeep;1990
30828;BMW;2006
30829;Honda;2013
30830;Mazda;2000
30831;Chevrolet;1998
30832;Porsche;2015
30833;Mazda;2007
30834;Ford;2010
30835;Porsche;2012
30836;BMW;1990
30837;Volvo;2002
30838;Land Rover;1992
30839;Jeep;1990
30840;Chevrolet;1993
30841;BMW;2015
30842;Kia;2001
30843;Jaguar;2011
30844;Jaguar;2002
30845;Volvo;2015
30846;Ford;2021
30847;Volvo;2011
30848;Honda;1998
30849;Jaguar;1991
30850;Toyota;2006
30851;Mazda;1996
30852;Volvo;2004
30853;Porsche;2015
30854;Volvo;2014
30855;Hyundai;2020
30856;Mazda;1993
30857;Chevrolet;2006
30858;Jaguar;1999
30859;Ford;2012
30860;Subaru;2008
30861;Volkswagen;2009
30862;Mazda;2010
30863;Jaguar;2012
30864;Hyundai;1995
30865;Land Rover;1993
30866;Volvo;2012
30867;Jaguar;1998
30868;Jeep;2003
30869;Kia;2014
30870;Mercedes-Benz;2005
30871;Volvo;2007
30872;Kia;2008
30873;Ford;1992
30874;Land Rover;2008
30875;Mazda;2013
30876;Mercedes-Benz;2022
30877;Jeep;2009
30878;Lexus;1992
30879;Jeep;2009
30880;Kia;2014
30881;Toyota;2006
30882;Mazda;1993
30883;Ford;1999
30884;Jeep;2007
30885;Nissan;2006
30886;Jeep;2014
30887;Jaguar;2004
30888;Mercedes-Benz;1995
30889;Volvo;1995
30890;Lexus;2017
30891;Mazda;1993
30892;Jeep;2001
30893;Jaguar;2022
30894;Volvo;1996
30895;Honda;2016
30896;Subaru;2019
30897;Lexus;2005
30898;Tesla;2005
30899;Chevrolet;2010
30900;Honda;2022
30901;Toyota;2016
30902;BMW;1996
30903;Mercedes-Benz;2008
30904;Jaguar;2012
30905;Toyota;2003
30906;Kia;2018
30907;Jeep;1996
30908;Honda;1991
30909;Jeep;1996
30910;Ford;2011
30911;Audi;2007
30912;Ford;2007
30913;Volvo;2015
30914;Hyundai;2002
30915;Kia;1998
30916;Hyundai;1991
30917;Mazda;2021
30918;Mercedes-Benz;1992
30919;Chevrolet;2003
30920;Kia;2022
30921;Kia;1992
30922;Jaguar;2017
30923;Volkswagen;2013
30924;Tesla;2005
30925;Mazda;2021
30926;Audi;1991
30927;Mazda;1994
30928;Mazda;2020
30929;Mercedes-Benz;2021
30930;Tesla;2021
30931;Chevrolet;1998
30932;Ford;2019
30933;Volkswagen;2022
30934;Kia;1995
30935;Jaguar;2007
30936;Porsche;2003
30937;Volkswagen;2001
30938;Chevrolet;2002
30939;BMW;1993
30940;Hyundai;2020
30941;Lexus;2018
30942;Audi;2003
30943;Jeep;2022
30944;Lexus;2001
30945;Ford;2007
30946;Honda;2014
30947;Porsche;2007
30948;Tesla;1992
30949;Volvo;2018
30950;Subaru;2007
30951;Porsche;2002
30952;Chevrolet;2012
30953;Subaru;2018
30954;Subaru;2021
30955;Jeep;2006
30956;Volvo;2000
30957;Audi;1995
30958;Porsche;2007
30959;Land Rover;2009
30960;Toyota;1998
30961;Jaguar;1990
30962;Chevrolet;1998
30963;Volvo;1990
30964;Kia;2003
30965;Lexus;1992
30966;Toyota;2000
30967;Land Rover;1991
30968;Volvo;2015
30969;Volvo;2021
30970;Honda;2011
30971;Toyota;2015
30972;Chevrolet;2005
30973;Volkswagen;1995
30974;Volvo;2021
30975;Volvo;1992
30976;Kia;2006
30977;Kia;2018
30978;Subaru;2008
30979;Hyundai;2014
30980;Tesla;1991
30981;Jaguar;2022
30982;Audi;1995
30983;Jeep;1994
30984;Nissan;1996
30985;Hyundai;2016
30986;Nissan;2021
30987;Tesla;1998
30988;Audi;1995
30989;Volvo;2022
30990;Honda;2001
30991;Audi;2005
30992;Volvo;1992
30993;Kia;2000
30994;Hyundai;2012
30995;Jaguar;1993
30996;Porsche;2005
30997;Audi;1994
30998;Chevrolet;2001
30999;Honda;2011
31000;Jaguar;2007
31001;Honda;2018
31002;Nissan;2017
31003;Mercedes-Benz;1991
31004;Land Rover;2011
31005;Volkswagen;1999
31006;Audi;1999
31007;Subaru;2018
31008;Mazda;2011
31009;Kia;2006
31010;Jaguar;2018
31011;Honda;1992
31012;Lexus;2013
31013;Jaguar;1991
31014;Volkswagen;1993
31015;Subaru;2016
31016;Jeep;2017
31017;Lexus;2005
31018;Tesla;1998
31019;Chevrolet;1998
31020;Mazda;2007
31021;Audi;1990
31022;Mazda;2006
31023;Lexus;2005
31024;BMW;2007
31025;Lexus;2017
31026;Subaru;2019
31027;Ford;2008
31028;Chevrolet;2000
31029;Land Rover;2005
31030;Toyota;2008
31031;Mercedes-Benz;2004
31032;Lexus;2018
31033;Honda;2003
31034;Toyota;2002
31035;Lexus;1999
31036;Mercedes-Benz;1999
31037;Kia;1999
31038;Jaguar;2016
31039;Hyundai;2001
31040;Volvo;2016
31041;Porsche;2017
31042;Porsche;1995
31043;Toyota;2000
31044;Nissan;1997
31045;Lexus;2001
31046;Porsche;1996
31047;Jaguar;2000
